	transcript	start	end	role	BC	folder	each_role	index
10963	네 맞아요 상담 공부 하셨어요	1849.72	1852.2	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13447
10964	아니요 아니요	1850.64	1853.49	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13448
10965	이렇게 벌써 그런 깨달음을 얻으셨네요	1854.639	1857.159	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13449
10966	그런데 그런데 현실에 그게 보였으니까	1858.217	1862.057	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13450
10967	것 같다는 생각이 드는데요 저는	1871.501	1873.381	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13451
10968	네네 맞아요	1872.021	1874.717	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13452
10969	중요한 걸 알고 있는 청년이네요	1887.408	1891.208	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13453
10970	네 흔하지 않아요 최보규님	1892.08	1895.444	counselor	0	16	['ct', 'cs', 'cs', 'cs', 'cs']	13455
10971	맞아요 주위에	1893.604	1897.757	client	1	16	['cs', 'cs', 'cs', 'ct', 'ct']	13456
10972	네	1894.164	1897.835	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13457
10973	많이 없는 것 같아요	1897.375	1898.717	client	0	16	['cs', 'ct', 'ct', 'ct', 'ct']	13458
10974	흔하지 않으신 분이에요 특히나 남성분은	1900.328	1902.728	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13459
10975	아	1900.728	1903.734	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13460
10976	그	1901.128	1903.977	counselor	0	16	['cs', 'cs', 'cs', 'ct', 'cs']	13461
10977	맞아요	1901.568	1904.254	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13462
10978	중요성을 알고 접근하기가 쉽지 않거든요	1903.977	1907.297	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13463
10979	싸우는 게 그런 거라고 생각하거든요	1910.645	1915.085	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13464
10980	네 딱 답이 나오시죠 보시면	1915.442	1918.302	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13465
10981	많이 하는 것 같아요 애들이	1930.838	1932.118	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13466
10982	응	1931.078	1933.206	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13467
10983	그런데	1931.278	1933.872	client	2	16	['ct', 'ct', 'ct', 'cs', 'ct']	13468
10984	응	1931.478	1933.966	counselor	0	16	['ct', 'ct', 'cs', 'ct', 'cs']	13469
10985	동안 해보면 그게 시간 낭비구나	1941.21	1943.57	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13470
10986	네	1941.41	1943.392	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13471
10987	해소를 해야지 매듭이 풀리는 거고	1946.275	1949.875	client	3	16	['ct', 'ct', 'ct', 'ct', 'ct']	13472
10988	하셨던 거고 오늘은 이제 성인이	1959.405	1961.445	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13473
10989	네	1959.765	1961.359	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13474
10990	좀 아닌 것 같아요 그리고	1967.965	1970.251	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13475
10991	해결하려는 생각을 이제는 안 해요	1969.967	1973.447	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13476
10992	게 사람의 또 욕심이라 지금보다	1979.403	1982.2	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13477
10993	또 조금 있거든요 그런 모습으로	1995.075	1997.817	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13479
10994	아	1995.195	1997.961	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13480
10995	가고	1995.915	1998.177	counselor	0	16	['cs', 'cs', 'cs', 'ct', 'cs']	13481
10996	제	1996.917	1999.761	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13482
10997	싶으시다면 네 네	1997.817	2000.137	counselor	0	16	['cs', 'ct', 'cs', 'cs', 'cs']	13483
10998	제가 원하는	1998.177	2000.481	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13484
10999	사람은	1999.377	2000.525	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13485
11000	모습이요	1999.737	2000.961	client	0	16	['cs', 'ct', 'ct', 'cs', 'ct']	13486
11001	것 같다는 생각은 들어요 그러면	2008.457	2010.926	counselor	2	16	['cs', 'cs', 'cs', 'cs', 'cs']	13487
11002	음	2008.737	2011.687	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13488
11003	않을까라는 생각이 저는 들거든요 왜냐하면	2014.486	2017.281	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13489
11004	그러니까	2014.806	2017.636	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13490
11005	인간에	2015.246	2017.881	counselor	0	16	['cs', 'cs', 'cs', 'ct', 'cs']	13491
11006	통찰이라는	2015.486	2018.396	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13492
11007	대한	2016.461	2018.561	counselor	0	16	['cs', 'ct', 'cs', 'ct', 'cs']	13493
11008	게	2017.236	2019.476	client	1	16	['ct', 'cs', 'ct', 'cs', 'ct']	13494
11009	제 응어리가 풀리	2018.396	2021.916	client	1	16	['ct', 'cs', 'ct', 'ct', 'ct']	13496
11010	응	2019.247	2021.848	counselor	0	16	['cs', 'ct', 'ct', 'ct', 'cs']	13497
11011	풀린다는	2019.476	2022.476	client	3	16	['ct', 'ct', 'ct', 'cs', 'ct']	13498
11012	거	2020.836	2022.836	client	0	16	['ct', 'cs', 'ct', 'cs', 'ct']	13500
11013	순간이 오실 겁니다 근데 그게	2026.247	2029.049	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13501
11014	무 어 응어리지는 포인트가 있어요	2065.211	2067.771	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13503
11015	그때	2065.811	2068.831	counselor	3	16	['cs', 'cs', 'cs', 'ct', 'cs']	13505
11016	그때 요것까지만 됐어도 요런 포인트가	2070.511	2073.431	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13507
11017	아	2070.711	2073.658	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13508
11018	있는데	2071.831	2073.911	counselor	0	16	['cs', 'cs', 'cs', 'ct', 'cs']	13509
11019	맞아요	2072.231	2074.178	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13510
11020	가지실 수도 있을 것 같아요	2096.461	2098.141	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13511
11021	주는 해결사가 필요했던 게 아니라	2107.697	2110.377	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13512
11022	들어주는 사람조차 없었으니까	2109.097	2112.377	client	2	16	['ct', 'cs', 'ct', 'ct', 'ct']	13514
11023	그게	2110.377	2114.554	client	0	16	['ct', 'ct', 'ct', 'cs', 'ct']	13516
11024	응 그게	2111.657	2114.673	counselor	0	16	['ct', 'cs', 'ct', 'cs', 'cs']	13517
11025	필요했던	2112.904	2114.954	client	0	16	['cs', 'ct', 'cs', 'cs', 'ct']	13518
11026	제일 힘들죠	2113.933	2115.993	counselor	0	16	['cs', 'cs', 'ct', 'cs', 'cs']	13519
11027	것 같아요	2114.554	2115.474	client	0	16	['ct', 'cs', 'cs', 'ct', 'ct']	13520
11028	같아요 제가 볼 때는 사실	2138.851	2140.836	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13521
11029	응	2139.211	2141.025	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13522
11030	이런	2139.491	2141.196	counselor	3	16	['cs', 'cs', 'cs', 'ct', 'cs']	13523
11031	게 쉽지는 않거든요 굉장히 개인적인	2142.356	2145.867	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13525
11032	아 저는	2143.556	2146.172	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13526
11033	이야기고	2144.727	2146.507	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13527
11034	사실 돈 준다고 해서	2145.867	2148.332	client	0	16	['cs', 'ct', 'ct', 'ct', 'ct']	13528
11035	읽어나가는 거를 선택한 사람인 거예요	2180.593	2183.793	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13529
11036	응 그쵸	2182.033	2185.535	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13530
11037	않는 사람도 있어요 주저앉는 사람도	2193.17	2196.546	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13531
11038	해요 제일 중요한 청소년 시기라서	2226.807	2229.994	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13533
11039	응 만약에	2228.274	2231.932	counselor	0	16	['cs', 'cs', 'ct', 'cs', 'cs']	13535
11040	십대	2228.754	2231.969	client	0	16	['cs', 'ct', 'cs', 'cs', 'ct']	13536
11041	그런	2229.767	2232.772	counselor	0	16	['ct', 'cs', 'cs', 'ct', 'cs']	13537
11042	때는 네	2231.312	2233.529	client	1	16	['cs', 'ct', 'cs', 'ct', 'ct']	13538
11043	기억이 많이 없었던 것 같아요	2235.41	2236.93	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13540
11044	응 씁쓸하네요 씁쓸하네요	2236.41	2243.243	counselor	0	16	['ct', 'ct', 'cs', 'cs', 'cs']	13541
11045	근데	2236.61	2243.276	client	0	16	['ct', 'cs', 'cs', 'cs', 'ct']	13542
11046	행복한 기억이 없는 10대를 보내서	2243.243	2245.083	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13543
11047	이유가 없는데 불행해서 더 슬펐어	2250.251	2252.851	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13544
11048	내가 불행한 게 너무 싫었어요	2266.162	2268.082	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13546
11049	투정한다 뭐 이런 얘기도 들어보셨어요	2276.83	2279.03	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13547
11050	발본 추정	2277.63	2281.282	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13548
11051	투정 배가 불렀어 이런 얘기	2282.769	2285.689	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13549
11052	그렇게 대놓고 말하는 적은 없는데	2286.4	2289.4	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13550
11053	음	2287.0	2290.092	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13551
11054	마실 때나 이렇게 그런 게	2292.84	2294.24	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13552
11055	하는 애들이 있는 것 같	2297.6	2299.0	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13554
11056	응 이야기가	2298.64	2300.98	counselor	0	16	['ct', 'ct', 'ct', 'cs', 'cs']	13555
11057	그냥 아 그런가 막 그래도	2302.113	2304.333	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13556
11058	음	2302.293	2305.011	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13557
11059	같은데 이 이런 애도 있고	2305.733	2307.013	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13558
11060	돈이 없으셨나보다 그렇게 얘기하셨던 분은	2308.157	2310.797	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13559
11061	그쵸	2308.397	2311.738	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13560
11062	거를 보게 되니까요 응 저는	2315.783	2320.131	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13561
11063	근	2316.023	2320.383	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13562
11064	어	2316.623	2320.491	counselor	1	16	['cs', 'cs', 'cs', 'ct', 'cs']	13563
11065	네	2317.663	2320.821	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13564
11066	찾아보시면 좋겠다고 생각이 들어요 왜냐하면	2337.332	2341.184	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13565
11067	엄청 찾아 다녔었는데	2338.892	2344.303	client	1	16	['cs', 'cs', 'ct', 'ct', 'ct']	13566
11068	건 다 해봤던 것 같아요	2349.823	2350.983	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13568
11069	음	2349.943	2352.411	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13569
11070	뭐가	2350.103	2353.002	client	0	16	['ct', 'ct', 'ct', 'cs', 'ct']	13570
11071	웬만한	2350.423	2353.303	counselor	0	16	['ct', 'ct', 'cs', 'ct', 'cs']	13571
11072	맞는지	2350.623	2353.442	client	0	16	['ct', 'cs', 'ct', 'cs', 'ct']	13572
11073	거라면	2351.551	2353.903	counselor	0	16	['cs', 'ct', 'cs', 'ct', 'cs']	13573
11074	찾으려고 네	2352.903	2355.863	client	0	16	['cs', 'ct', 'cs', 'ct', 'ct']	13574
11075	아	2353.002	2356.015	counselor	0	16	['ct', 'cs', 'ct', 'ct', 'cs']	13575
11076	네	2353.303	2356.303	client	0	16	['cs', 'ct', 'ct', 'cs', 'ct']	13576
11077	계시는 일이 좀 맞는 거예요	2357.135	2358.935	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13577
11078	특이한 일도 해봤고 다 해봤어요	2367.747	2371.907	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13578
11079	진행을 계속 하실 계획이신 건가요	2378.492	2380.972	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13579
11080	어 네네네	2379.492	2382.355	client	2	16	['cs', 'cs', 'cs', 'ct', 'ct']	13580
11081	음 음	2380.532	2384.108	counselor	0	16	['cs', 'ct', 'ct', 'cs', 'cs']	13581
11082	아 제가 거기	2382.708	2387.041	client	1	16	['cs', 'cs', 'ct', 'ct', 'ct']	13582
11083	아	2383.388	2387.357	counselor	0	16	['cs', 'ct', 'ct', 'ct', 'cs']	13583
11084	사업한다고 써놨었나요	2386.481	2388.361	client	0	16	['ct', 'ct', 'cs', 'ct', 'ct']	13584
11085	해외 해외 구매 대행 사업	2389.879	2392.519	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13585
11086	네네네 맞아요	2391.559	2393.956	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13586
11087	네 비전을 꿈꾸고 계시다고 어	2395.275	2397.955	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13587
11088	해오셨던 것보다는 잘 맞으시나 해서요	2400.715	2403.395	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13589
11089	컴퓨터 상으로 온라인을 유통시키는 거라서	2411.009	2414.369	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13590
11090	나 저에게 좋은 것 같아요	2415.529	2417.129	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13592
11091	되게 에너지가 있으신 분 같아요	2422.224	2426.344	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13593
11092	에너지	2424.984	2427.064	counselor	3	16	['cs', 'cs', 'ct', 'ct', 'cs']	13595
11093	그쵸	2425.384	2427.221	client	0	16	['cs', 'ct', 'ct', 'cs', 'ct']	13596
11094	접목해서 되면 엄청난 발전을 가져오시거든요	2440.988	2444.428	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13597
11095	아	2441.708	2445.142	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13598
11096	어	2442.428	2445.165	counselor	0	16	['cs', 'cs', 'cs', 'ct', 'cs']	13599
11097	저도	2443.068	2445.382	client	0	16	['cs', 'cs', 'ct', 'cs', 'ct']	13600
11098	그래서	2443.548	2446.005	counselor	0	16	['cs', 'ct', 'cs', 'ct', 'cs']	13601
11099	그렇게 생각합니다	2444.865	2446.302	client	0	16	['cs', 'ct', 'cs', 'ct', 'ct']	13602
11100	하면서 좀 마무리 해보려고 해요	2472.681	2474.521	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13603
11101	아 네	2473.001	2475.474	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13604
11102	어떠셨어요	2473.281	2479.366	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13605
11103	어 사실 다 들어봤던 내용인데	2480.539	2486.759	client	3	16	['ct', 'ct', 'ct', 'ct', 'ct']	13606
11104	그쵸	2482.479	2487.847	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13607
11105	근데	2484.879	2488.566	client	3	16	['ct', 'ct', 'ct', 'cs', 'ct']	13608
11106	네	2485.079	2488.487	counselor	0	16	['ct', 'ct', 'cs', 'ct', 'cs']	13609
11107	말투가 다정하셔서 저는 편안하고 좋았습니다	2490.526	2493.926	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13610
11108	하시는 경험을 좀 해보시면 저는	2516.846	2520.126	counselor	2	16	['cs', 'cs', 'cs', 'cs', 'cs']	13611
11109	음	2517.166	2521.193	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13612
11110	더 도움이 되실 것 같아요	2520.406	2522.286	counselor	3	16	['cs', 'cs', 'cs', 'cs', 'cs']	13613
11111	라는 생각이 저는 좀 들어서	2541.754	2543.674	counselor	2	16	['cs', 'cs', 'cs', 'cs', 'cs']	13615
11112	어 랩도 되게 특기로 쓰셨어요	2573.495	2578.175	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13617
11113	아 그쵸	2574.695	2578.544	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13618
11114	음악을	2575.375	2578.815	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13619
11115	원래	2575.895	2580.184	client	0	16	['cs', 'ct', 'ct', 'cs', 'ct']	13620
11116	하시는 것 같아요	2578.175	2580.175	counselor	0	16	['cs', 'ct', 'cs', 'cs', 'cs']	13621
11117	네네	2578.544	2580.664	client	1	16	['ct', 'cs', 'cs', 'cs', 'ct']	13622
11118	좋은 장점이 될 것 같아요	2583.384	2585.224	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13623
11119	아 왜냐면은 랩이 스토리를 써서	2585.575	2590.295	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13624
11120	네 맞아요	2586.535	2590.418	counselor	0	16	['ct', 'ct', 'ct', 'cs', 'cs']	13625
11121	하	2587.975	2591.015	client	0	16	['ct', 'ct', 'cs', 'cs', 'ct']	13626
11122	네	2588.615	2590.938	counselor	0	16	['ct', 'cs', 'cs', 'ct', 'cs']	13627
11123	점을 너무 좋아해서 좋아하는 거고	2592.095	2594.335	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13628
11124	않을까라는 생각이 저는 언뜻 들더라고요	2603.328	2605.528	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13629
11125	아 그	2604.008	2606.553	client	1	16	['cs', 'cs', 'cs', 'ct', 'ct']	13630
11126	저 그렇게 되고 싶기도 하고	2607.393	2609.153	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13632
11127	굉장히 단순하게 적어주셨어요 어 그래서	2616.84	2620.645	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13633
11128	네	2617.4	2621.081	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13634
11129	좋은 시간이었던 것 같습니다 최보규님은	2640.937	2643.355	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13635
11130	아 네	2641.817	2643.488	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13636
11131	좀	2642.417	2643.635	counselor	0	16	['cs', 'cs', 'ct', 'ct', 'cs']	13637
11132	저도	2642.855	2644.128	client	0	16	['cs', 'ct', 'ct', 'cs', 'ct']	13638
11133	어떠셨어요	2642.868	2644.595	counselor	0	16	['ct', 'ct', 'cs', 'ct', 'cs']	13639
11134	저도 좋은 시간이었어요	2643.488	2646.404	client	0	16	['ct', 'cs', 'ct', 'ct', 'ct']	13640
11135	수 있는 계기가 좀 되셨을까요	2649.335	2651.255	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13641
11136	아 네	2649.655	2652.975	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13642
11137	상담도 많은 거 아시죠 이	2671.619	2674.153	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13643
11138	잘	2672.139	2674.324	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13644
11139	가 사시는	2672.819	2674.953	counselor	0	16	['cs', 'cs', 'ct', 'cs', 'cs']	13645
11140	몰라요 그런 거를	2674.153	2675.084	client	0	16	['cs', 'cs', 'ct', 'ct', 'ct']	13646
11141	아	2674.313	2675.433	counselor	0	16	['cs', 'ct', 'ct', 'ct', 'cs']	13647
11142	잘 몰라요	2674.564	2675.804	client	0	16	['ct', 'ct', 'cs', 'ct', 'ct']	13648
11143	진짜요 아	2674.953	2676.924	counselor	0	16	['cs', 'ct', 'ct', 'cs', 'cs']	13649
11144	네	2675.084	2676.964	client	0	16	['ct', 'ct', 'cs', 'cs', 'ct']	13650
11145	상담 해주시는 곳도 있어요 그런	2686.68	2688.96	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13651
11146	아 근데	2687.72	2691.437	client	0	16	['cs', 'cs', 'cs', 'ct', 'ct']	13652
11147	곳들을 좀 찾아보시면 좋겠어요	2688.917	2691.16	counselor	0	16	['ct', 'cs', 'cs', 'cs', 'cs']	13653
11148	제가 이걸 왜 아직도 모르냐면	2691.437	2694.797	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13654
11149	네	2691.797	2694.663	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13655
11150	고등학교 때 무료로 상담했던 거기서	2695.117	2700.637	client	1	16	['ct', 'ct', 'ct', 'ct', 'ct']	13656
11151	네	2695.637	2699.861	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13657
11152	진짜 진짜 뻔하고	2698.077	2703.797	client	1	16	['ct', 'cs', 'ct', 'ct', 'ct']	13658
11153	형식적인 얘기만 해서	2702.197	2705.597	client	2	16	['ct', 'cs', 'ct', 'ct', 'ct']	13660
11154	음	2703.762	2706.929	counselor	0	16	['cs', 'ct', 'ct', 'ct', 'cs']	13661
11155	신청하고 또 오히려 제가 돈을	2708.346	2710.466	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13662
11156	음	2708.786	2711.219	counselor	0	16	['ct', 'ct', 'ct', 'ct', 'cs']	13663
11157	받으니까 그 동기부여로 온 거거든요	2710.466	2713.386	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13664
11158	오 잘하셨어요 어	2712.626	2715.538	counselor	0	16	['ct', 'ct', 'cs', 'cs', 'cs']	13665
11159	형	2712.986	2715.867	client	0	16	['ct', 'cs', 'cs', 'cs', 'ct']	13666
11160	이런 경험도	2714.138	2716.138	counselor	0	16	['cs', 'cs', 'ct', 'cs', 'cs']	13667
11161	형식적이더라도	2715.138	2717.667	client	0	16	['cs', 'ct', 'cs', 'cs', 'ct']	13668
11162	남는 게 있으니까 온 건데	2719.507	2721.627	client	2	16	['ct', 'ct', 'ct', 'ct', 'ct']	13670
11163	응 응	2720.387	2723.268	counselor	0	16	['ct', 'ct', 'ct', 'cs', 'cs']	13671
11164	돼서 경청을 못 하실 거거든요	2726.4	2728.08	client	0	16	['ct', 'ct', 'ct', 'ct', 'ct']	13672
11165	또 상담 더 받아보셨으면 좋겠습니다	2739.533	2741.653	counselor	1	16	['cs', 'cs', 'cs', 'cs', 'cs']	13673
11166	네	2739.653	2742.955	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13674
11167	네 상담 마무리 해도 될까요	2743.398	2745.498	counselor	0	16	['cs', 'cs', 'cs', 'cs', 'cs']	13675
11168	네	2743.938	2746.361	client	0	16	['cs', 'cs', 'cs', 'cs', 'ct']	13676
11169	오늘 오시는데 불편한 거는 없으셨나요	0.68	3.72	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13677
11170	것 빼고는 뭐 딱히 없었고요	11.389	12.789	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13678
11171	길이 오시는데 좀 못 찾으셨나요	14.618	17.778	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13679
11172	네 제가 약간 좀 길치라가지고요	18.231	20.111	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13680
11173	아 그러셨구나 많이 헤매셨어요	19.111	24.744	counselor	0	17	['ct', 'cs', 'cs', 'cs', 'cs']	13681
11174	바로 앞에 두고도 그냥 지나쳐버렸더라고요	25.511	27.471	client	2	17	['ct', 'ct', 'ct', 'ct', 'ct']	13682
11175	때 그 마음은 좀 어떠셨을까요	34.028	36.588	counselor	1	17	['cs', 'cs', 'cs', 'cs', 'cs']	13683
11176	말을 좀 못 하겠어요 차마	40.635	42.195	client	2	17	['ct', 'ct', 'ct', 'ct', 'ct']	13684
11177	저랑 나누고 싶은 이야기가 있으실까요	52.993	56.713	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13685
11178	나누고 싶은 거요	54.793	59.939	client	0	17	['cs', 'cs', 'ct', 'ct', 'ct']	13686
11179	네	55.713	61.681	counselor	0	17	['cs', 'ct', 'ct', 'ct', 'cs']	13687
11180	약간 트라우마에 조금 시달리고 있는데요	75.085	77.045	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13688
11181	네	75.245	78.756	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13689
11182	혹시 외상 후 스트레스 장애일까요	81.149	83.229	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13690
11183	이야기를 자세하게 좀 해주시면 어떨까요	88.81	92.21	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13691
11184	건강이 조금 안 좋은 상태여가지고요	99.624	101.344	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13692
11185	어떤 부분에서 불편한 부분이 있으신가요	107.0	111.0	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13693
11186	제가 수년째 좀 시달리고 있는데요	118.273	120.513	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13694
11187	네	118.833	122.711	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13695
11188	뭐 어디에서나 마음을 못 붙이고	140.958	142.878	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13696
11189	약간 잘 못하고 있어요 여보세요	145.455	159.054	client	0	17	['ct', 'ct', 'ct', 'ct', 'ct']	13698
11190	네 민석님 전화가 잠깐 끊어졌어요	160.01	162.57	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13699
11191	네	160.13	162.966	client	0	17	['cs', 'cs', 'cs', 'cs', 'ct']	13700
11192	말씀해 주시면 될 것 같아요	171.991	173.111	counselor	0	17	['cs', 'cs', 'cs', 'cs', 'cs']	13701
11193	인간한테 물론이고 그냥 어느 곳에서나	174.984	177.504	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13702
11194	마음을 좀 못 붙이고 있고요	180.027	181.187	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13704
11195	음	180.187	182.918	counselor	0	17	['ct', 'ct', 'ct', 'ct', 'cs']	13705
11196	잘 못하고 있어요 지금 수년째요	183.642	185.802	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13706
11197	그냥 헤매고 있다 보면 되는데요	189.698	191.618	client	1	17	['ct', 'ct', 'ct', 'ct', 'ct']	13708
